	speaker	question	answer
1926	rrepqm	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
1927	rrepqm	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
1928	rrepqm	menguasai  inggris bagi anda itu penting	1
1929	rrepqm	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	-1
1930	rrepqm	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1931	rrepqm	menguasai  asing selain  inggris itu penting	1
1932	nanvpz	menguasai  orang tua anda itu penting	2
1933	nanvpz	menguasai  daerah asal (setempat) anda itu penting	2
1934	nanvpz	anak-anak anda perlu menguasai  pertama anda	1
1935	nanvpz	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
1936	nanvpz	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
1937	nanvpz	berbicara dalam  daerah anda itu kuno	-2
1938	nanvpz	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
1939	nanvpz	menguasai  indonesia resmi bagi anda itu penting	2
1940	nanvpz	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
1941	nanvpz	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
1942	nanvpz	menguasai  inggris bagi anda itu penting	1
1943	nanvpz	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	0
1944	nanvpz	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	0
1945	nanvpz	menguasai  asing selain  inggris itu penting	0
1946	hbfzvu	menguasai  orang tua anda itu penting	2
1947	hbfzvu	menguasai  daerah asal (setempat) anda itu penting	2
1948	hbfzvu	anak-anak anda perlu menguasai  pertama anda	1
1949	hbfzvu	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	2
1950	hbfzvu	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
1951	hbfzvu	berbicara dalam  daerah anda itu kuno	-1
1952	hbfzvu	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	0
1953	hbfzvu	menguasai  indonesia resmi bagi anda itu penting	2
1954	hbfzvu	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
1955	hbfzvu	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
1956	hbfzvu	menguasai  inggris bagi anda itu penting	1
1957	hbfzvu	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
1958	hbfzvu	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1959	hbfzvu	menguasai  asing selain  inggris itu penting	1
1960	zrbflg	menguasai  orang tua anda itu penting	2
1961	zrbflg	menguasai  daerah asal (setempat) anda itu penting	1
1962	zrbflg	anak-anak anda perlu menguasai  pertama anda	2
1963	zrbflg	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	-1
1964	zrbflg	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	0
1965	zrbflg	berbicara dalam  daerah anda itu kuno	-2
1966	zrbflg	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	2
1967	zrbflg	menguasai  indonesia resmi bagi anda itu penting	2
1968	zrbflg	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
1969	zrbflg	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
1970	zrbflg	menguasai  inggris bagi anda itu penting	2
1971	zrbflg	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
1972	zrbflg	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
1973	zrbflg	menguasai  asing selain  inggris itu penting	2
1974	zbxazh	menguasai  orang tua anda itu penting	1
1975	zbxazh	menguasai  daerah asal (setempat) anda itu penting	1
1976	zbxazh	anak-anak anda perlu menguasai  pertama anda	0
1977	zbxazh	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
1978	zbxazh	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
1979	zbxazh	berbicara dalam  daerah anda itu kuno	-1
1980	zbxazh	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	0
1981	zbxazh	menguasai  indonesia resmi bagi anda itu penting	1
1982	zbxazh	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
1983	zbxazh	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	0
1984	zbxazh	menguasai  inggris bagi anda itu penting	2
1985	zbxazh	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
1986	zbxazh	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1987	zbxazh	menguasai  asing selain  inggris itu penting	0
1988	rptprl	menguasai  orang tua anda itu penting	2
1989	rptprl	menguasai  daerah asal (setempat) anda itu penting	-1
1990	rptprl	anak-anak anda perlu menguasai  pertama anda	1
1991	rptprl	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
1992	rptprl	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
1993	rptprl	berbicara dalam  daerah anda itu kuno	-2
1994	rptprl	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
1995	rptprl	menguasai  indonesia resmi bagi anda itu penting	2
1996	rptprl	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
1997	rptprl	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
1998	rptprl	menguasai  inggris bagi anda itu penting	-1
1999	rptprl	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	-1
2000	rptprl	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	0
2001	rptprl	menguasai  asing selain  inggris itu penting	1
2002	weunbe	menguasai  orang tua anda itu penting	2
2003	weunbe	menguasai  daerah asal (setempat) anda itu penting	-1
2004	weunbe	anak-anak anda perlu menguasai  pertama anda	-1
2005	weunbe	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
2006	weunbe	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2007	weunbe	berbicara dalam  daerah anda itu kuno	0
2008	weunbe	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-1
2009	weunbe	menguasai  indonesia resmi bagi anda itu penting	2
2010	weunbe	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	-1
2011	weunbe	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	-1
2012	weunbe	menguasai  inggris bagi anda itu penting	1
2013	weunbe	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	-1
2014	weunbe	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	-1
2015	weunbe	menguasai  asing selain  inggris itu penting	0
2016	eorykp	menguasai  orang tua anda itu penting	2
2017	eorykp	menguasai  daerah asal (setempat) anda itu penting	1
2018	eorykp	anak-anak anda perlu menguasai  pertama anda	2
2019	eorykp	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
2020	eorykp	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2021	eorykp	berbicara dalam  daerah anda itu kuno	-2
2022	eorykp	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
2023	eorykp	menguasai  indonesia resmi bagi anda itu penting	2
2024	eorykp	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
2025	eorykp	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
2026	eorykp	menguasai  inggris bagi anda itu penting	1
2027	eorykp	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
2028	eorykp	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
2029	eorykp	menguasai  asing selain  inggris itu penting	1
2030	uhvlmf	menguasai  orang tua anda itu penting	2
2031	uhvlmf	menguasai  daerah asal (setempat) anda itu penting	2
2032	uhvlmf	anak-anak anda perlu menguasai  pertama anda	2
2033	uhvlmf	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	2
2034	uhvlmf	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	0
2035	uhvlmf	berbicara dalam  daerah anda itu kuno	-2
2036	uhvlmf	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	2
2037	uhvlmf	menguasai  indonesia resmi bagi anda itu penting	2
2038	uhvlmf	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	0
2039	uhvlmf	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
2040	uhvlmf	menguasai  inggris bagi anda itu penting	0
2041	uhvlmf	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	0
2042	uhvlmf	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	0
2043	uhvlmf	menguasai  asing selain  inggris itu penting	0
2044	isgotr	menguasai  orang tua anda itu penting	2
2045	isgotr	menguasai  daerah asal (setempat) anda itu penting	2
2046	isgotr	anak-anak anda perlu menguasai  pertama anda	2
2047	isgotr	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
2048	isgotr	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	0
2049	isgotr	berbicara dalam  daerah anda itu kuno	-2
2050	isgotr	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	0
2051	isgotr	menguasai  indonesia resmi bagi anda itu penting	2
2052	isgotr	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2053	isgotr	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
2054	isgotr	menguasai  inggris bagi anda itu penting	2
2055	isgotr	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
2056	isgotr	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
2057	isgotr	menguasai  asing selain  inggris itu penting	1
2058	gncasv	menguasai  orang tua anda itu penting	2
2059	gncasv	menguasai  daerah asal (setempat) anda itu penting	2
2060	gncasv	anak-anak anda perlu menguasai  pertama anda	1
2061	gncasv	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
2062	gncasv	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2063	gncasv	berbicara dalam  daerah anda itu kuno	-2
2064	gncasv	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
2065	gncasv	menguasai  indonesia resmi bagi anda itu penting	2
2066	gncasv	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2067	gncasv	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
2068	gncasv	menguasai  inggris bagi anda itu penting	1
2069	gncasv	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
2070	gncasv	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
2071	gncasv	menguasai  asing selain  inggris itu penting	2
2072	iopcgs	menguasai  orang tua anda itu penting	1
2073	iopcgs	menguasai  daerah asal (setempat) anda itu penting	2
2074	iopcgs	anak-anak anda perlu menguasai  pertama anda	1
2075	iopcgs	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
2076	iopcgs	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2077	iopcgs	berbicara dalam  daerah anda itu kuno	-2
2078	iopcgs	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
2079	iopcgs	menguasai  indonesia resmi bagi anda itu penting	2
2080	iopcgs	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2081	iopcgs	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
2082	iopcgs	menguasai  inggris bagi anda itu penting	1
2083	iopcgs	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	0
2084	iopcgs	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
2085	iopcgs	menguasai  asing selain  inggris itu penting	0
2086	oamudd	menguasai  orang tua anda itu penting	2
2087	oamudd	menguasai  daerah asal (setempat) anda itu penting	1
2088	oamudd	anak-anak anda perlu menguasai  pertama anda	1
2089	oamudd	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	2
2090	oamudd	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
2091	oamudd	berbicara dalam  daerah anda itu kuno	0
2092	oamudd	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-2
2093	oamudd	menguasai  indonesia resmi bagi anda itu penting	2
2094	oamudd	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2095	oamudd	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
2096	oamudd	menguasai  inggris bagi anda itu penting	2
2097	oamudd	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
2098	oamudd	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
2099	oamudd	menguasai  asing selain  inggris itu penting	2
2100	nomogj	menguasai  orang tua anda itu penting	1
2101	nomogj	menguasai  daerah asal (setempat) anda itu penting	1
2102	nomogj	anak-anak anda perlu menguasai  pertama anda	1
2103	nomogj	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
2104	nomogj	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
2105	nomogj	berbicara dalam  daerah anda itu kuno	-1
2106	nomogj	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-1
2107	nomogj	menguasai  indonesia resmi bagi anda itu penting	1
2108	nomogj	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2109	nomogj	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
2110	nomogj	menguasai  inggris bagi anda itu penting	1
2111	nomogj	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
2112	nomogj	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
2113	nomogj	menguasai  asing selain  inggris itu penting	2
2114	dblraw	menguasai  orang tua anda itu penting	1
2115	dblraw	menguasai  daerah asal (setempat) anda itu penting	1
2116	dblraw	anak-anak anda perlu menguasai  pertama anda	1
2117	dblraw	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
2118	dblraw	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
2119	dblraw	berbicara dalam  daerah anda itu kuno	-1
2120	dblraw	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-1
2121	dblraw	menguasai  indonesia resmi bagi anda itu penting	2
2122	dblraw	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	0
2123	dblraw	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
2124	dblraw	menguasai  inggris bagi anda itu penting	1
2125	dblraw	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	-1
2126	dblraw	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	-1
2127	dblraw	menguasai  asing selain  inggris itu penting	1
2128	thwybb	menguasai  orang tua anda itu penting	2
2129	thwybb	menguasai  daerah asal (setempat) anda itu penting	2
2130	thwybb	anak-anak anda perlu menguasai  pertama anda	2
2131	thwybb	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	-1
2132	thwybb	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2133	thwybb	berbicara dalam  daerah anda itu kuno	-2
2134	thwybb	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-1
2135	thwybb	menguasai  indonesia resmi bagi anda itu penting	2
2136	thwybb	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2137	thwybb	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
2138	thwybb	menguasai  inggris bagi anda itu penting	1
