Comments_Page1,Session_token,Person_ID,Year_of_birth,Location_grew_up,Sex,Lived_with_who_when_growing_up,Comments_page5,z_calc_Button_label_locations_list,z_calc_Count_other_people,kinships::z_calc_Beliau_label,kinships::z_calc_Where_label,kinships::z_calc_With_who_label,other_people::Ethnicity,other_people::Kinship_type,other_people::Language_used_at_home_now,other_people::Language_used_at_home_when_young,other_people::Language_used_at_home_at_workplace,other_people::Language_used_at_home_with_neighbours,other_people::Language_used_at_home_with_partner,other_people::Language_used_at_home_with_relatives,other_people::Last_level_of_education,other_people::Location_grewup,other_people::Location_of_home,other_people::Profession,other_people::Religion,other_people::Year_of_birth,other_peoples_languages_FirstLanguage::Language_name,other_peoples_languages_OtherLanguages::Language_name
Surabaya-UNESA-Oktober-2014,IDHVCH,1.50525E+23,1994,Jawa Timur - Kabupaten Lamongan,Laki,Orangtua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,Krama Inggil,Krama Inggil,Krama,Krama,Krama Inggil,Krama,SD,Jawa Timur - Kabupaten Lamongan,Jawa Timur - Kabupaten Lamongan,Wiraswasta,Islam,1967,Jawa,Jawa
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,Krama,Krama Inggil,Krama,Krama,Krama,Krama,SD,Jawa Timur - Kabupaten Lamongan,Jawa Timur - Kabupaten Lamongan,Wiraswasta,Islam,1956,Jawa,Jawa
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Surabaya-UNESA-Oktober-2014,JHWDJG,1.50526E+23,1994,Jawa Timur - Kota Surabaya,Perempuan,Orangtua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,Jawa,,"Indonesia, Jawa",Jawa Krama,Jawa,Jawa Krama,S2,Jawa Timur - Kota Surabaya,Jawa Timur - Kota Surabaya,PNS (Guru),Islam,1960,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,"Lampung, Sumatera",Bapak,Jawa,,"Indonesia, Jawa",Jawa Krama,Jawa,Jawa Krama,SMA,Lampung,Jawa Timur - Kota Surabaya,TNI-AD,Islam,1964,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Surabaya-UNESA-Oktober-2014,SOYJUX,1.50526E+23,1994,Jawa Timur - Kota Surabaya,Laki,Orangtua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,"Indonesia, Jawa","Jawa, Bali, Indonesia",Indonesia,"Indonesia, Jawa","Jawa, Bali, Indonesia","Jawa, Bali, Indonesia",SMEA,Jawa Timur - Kota Surabaya,Jawa Timur - Kota Surabaya,Swasta,Islam,1973,Jawa,Bali
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,"Indonesia, Jawa","Jawa, Indonesia","Indonesia, Jawa","Indonesia, Jawa","Jawa, Bali, Indonesia","Indonesia, Jawa",SMK,Jawa Timur - Kota Surabaya,Jawa Timur - Kota Surabaya,Swasta,Islam,1973,Jawa,Bali
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari ibu,,,,,,,,Jawa Timur - Kota Surabaya,Jawa Timur - Kabupaten Sidoarjo,,Islam,1952,Jawa,Bali
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Bali,Bapak dari ibu,,,,,,,,Jawa Timur - Kota Surabaya, ,,Islam,1952,Bali,Jawa
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Surabaya-UNESA-Oktober-2014,ANMQWL,1.50526E+23,1995,Jawa Timur - Kota Mojokerto,Perempuan,Orangtua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,SMEA,Jawa Timur - Kabupaten Mojokerto,Jawa Timur - Kabupaten Mojokerto,Kasir toko,Islam,1969,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,SMA,Jawa Timur - Kabupaten Mojokerto,Jawa Timur - Kabupaten Mojokerto,Pegawai swasta,Islam,1967,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,,Jawa Timur - Kabupaten Mojokerto,Jawa Timur - Kabupaten Mojokerto,Petani,Islam,,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,,Jawa Timur - Kabupaten Mojokerto,Jawa Timur - Kabupaten Mojokerto,Dokter,Islam,,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,,Jawa Timur - Kabupaten Mojokerto,Jawa Timur - Kabupaten Mojokerto,Petani,Islam,,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,,Jawa Timur - Kabupaten Mojokerto,Jawa Timur - Kabupaten Mojokerto,,Islam,,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Surabaya-UNESA-Oktober-2014,YDXIYS,1.50526E+23,1993,Jawa Timur - Kabupaten Gresik,Perempuan,Orangtua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,Jawa,Jawa,"Jawa, Indonesia",Jawa,Jawa,"Jawa, Indonesia",Sarjana,Jawa Timur - Kabupaten Gresik,Jawa Timur - Kabupaten Gresik,Guru,Islam,1968,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,Jawa,Jawa,"Jawa, Indonesia",Jawa,Jawa,"Jawa, Indonesia",Sarjana,Jawa Timur - Kabupaten Gresik,Jawa Timur - Kabupaten Gresik,Guru,Islam,1964,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,SD,Jawa Timur - Kabupaten Gresik,Jawa Timur - Kabupaten Gresik,Ibu rumah tangga,Islam,1947,Jawa,Jawa
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,SD,Jawa Timur - Kabupaten Gresik,Jawa Timur - Kabupaten Gresik,Wiraswasta,Islam,1933,Jawa,Jawa
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,SMP,Jawa Timur - Kabupaten Gresik,Jawa Timur - Kabupaten Gresik,Ibu rumah tangga,Islam,,Jawa,Jawa
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,SMP,Jawa Timur - Kabupaten Gresik,Jawa Timur - Kabupaten Gresik,Wiraswasta,Islam,,Jawa,Jawa
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Surabaya-UNESA-Oktober-2014,TUBEOV,1.50526E+23,1994,Jawa Timur - Kabupaten Gresik,Perempuan,Orangtua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,SMA,Jawa Timur - Kabupaten Gresik,Jawa Timur - Kabupaten Gresik,Wiraswasta,Islam,1973,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,SMA,Jawa Timur - Kabupaten Magetan,Jawa Timur - Kabupaten Gresik,Wiraswasta,Islam,1960,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,SD,Jawa Timur - Kabupaten Gresik,Jawa Timur - Kabupaten Gresik,Petani,Islam,1950,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,,Jawa Timur - Kabupaten Gresik,Jawa Timur - Kabupaten Gresik,Petani,Islam,1947,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,,Jawa Timur - Kabupaten Magetan,Jawa Timur - Kabupaten Magetan,,Islam,1938,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,,Jawa Timur - Kabupaten Magetan,Jawa Timur - Kabupaten Magetan,,Islam,1935,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Surabaya-UNESA-Oktober-2014,LZPSFJ,1.50526E+23,1994,Jawa Timur - Kabupaten Gresik,Perempuan,Orangtua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,"Jawa, Indonesia",Jawa,Jawa,Jawa,Jawa,Jawa,SMP,Jawa Timur - Kabupaten Gresik,Jawa Timur - Kabupaten Gresik,Ibu rumah tangga,Islam,,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,"Jawa, Indonesia",Jawa,Jawa,Jawa,Jawa,Jawa,SMP,Jawa Timur - Kabupaten Gresik,Jawa Timur - Kabupaten Gresik,Wiraswasta,Islam,,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,,Jawa Timur - Kabupaten Gresik,Jawa Timur - Kabupaten Gresik,,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,,Jawa Timur - Kabupaten Gresik,Jawa Timur - Kabupaten Gresik,,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,,Jawa Timur - Kabupaten Gresik,Jawa Timur - Kabupaten Gresik,,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,,Jawa Timur - Kabupaten Gresik,Jawa Timur - Kabupaten Gresik,,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Surabaya-UNESA-Oktober-2014,OQBUJQ,1.50526E+23,1994,Jawa Timur - Kabupaten Sidoarjo,Perempuan,Orangtua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,"Jawa, Indonesia",Jawa,"Jawa, Indonesia","Jawa, Indonesia","Jawa, Indonesia","Jawa, Indonesia",SMP,Jawa Timur - Kabupaten Jombang,Jawa Timur - Kabupaten Sidoarjo,Buruh,,1970,Jawa,Jawa
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,"Jawa, Indonesia",Jawa,"Jawa, Indonesia","Jawa, Indonesia","Jawa, Indonesia","Jawa, Indonesia",S1 Hukum,Jawa Timur - Kota Surabaya,Jawa Timur - Kabupaten Sidoarjo,PNS,,1958,Jawa,Jawa
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,, ,Jawa Timur - Kabupaten Jombang,,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,, ,Jawa Timur - Kabupaten Jombang,,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,, ,Jawa Timur - Kota Surabaya,,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,, ,Jawa Timur - Kota Surabaya,,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Surabaya-UNESA-Oktober-2014,HMRJSO,1.50526E+23,1994,Jawa Timur - Kabupaten Sidoarjo,Perempuan,Orangtua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,"Indonesia, Jawa",Jawa,"Indonesia, Jawa","Indonesia, Jawa","Indonesia, Jawa","Indonesia, Jawa",S1,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Sidoarjo,Ibu rumah tangga,Islam,1968,Jawa,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,"Indonesia, Jawa",Jawa,"Indonesia, Jawa","Indonesia, Jawa","Indonesia, Jawa","Indonesia, Jawa",S1,Jawa Timur - Kabupaten Trenggalek,Jawa Timur - Kabupaten Sidoarjo,Guru,Islam,1964,Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari ibu,,,,,,,, , ,,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari ibu,,,,,,,, , ,,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari bapak,,,,,,,, , ,,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari bapak,,,,,,,, , ,,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Surabaya-UNESA-Oktober-2014,KHSAWS,1.50526E+23,1994,Jawa Timur - Kabupaten Trenggalek,Perempuan,Orangtua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,SMA,Jawa Timur - Kabupaten Trenggalek,Jawa Timur - Kabupaten Trenggalek,Ibu rumah tangga,Islam,,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,SMA,Jawa Timur - Kabupaten Trenggalek,Jawa Timur - Kabupaten Trenggalek,Wiraswasta,Islam,,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,,Jawa Timur - Kabupaten Trenggalek,Jawa Timur - Kabupaten Trenggalek,,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,,Jawa Timur - Kabupaten Trenggalek, Jawa Timur - Kabupaten Trenggalek,,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,,Jawa Timur - Kabupaten Trenggalek,Jawa Timur - Kabupaten Trenggalek,,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,,Jawa Timur - Kabupaten Trenggalek, Jawa Timur - Kabupaten Trenggalek,,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Surabaya-UNESA-Oktober-2014,RMADZR,1.50526E+23,1995,Jawa Timur - Kabupaten Gresik,Perempuan,Orangtua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,SMA,Jawa Timur - Kabupaten Gresik,Jawa Timur - Kabupaten Gresik,Pedagang,Islam,1970,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,SMA,Jawa Timur - Kabupaten Gresik,Jawa Timur - Kabupaten Gresik,Pedagang,Islam,1974,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,,Jawa Timur - Kabupaten Gresik,Jawa Timur - Kabupaten Gresik,,Islam,,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,,Jawa Timur - Kabupaten Gresik,Jawa Timur - Kabupaten Gresik,,Islam,,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,,Jawa Timur - Kabupaten Gresik,Jawa Timur - Kabupaten Gresik,,Islam,,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,,Jawa Timur - Kabupaten Gresik,Jawa Timur - Kabupaten Gresik,,Islam,,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Surabaya-UNESA-Oktober-2014,VUONZZ,1.50527E+23,1995,Jawa Timur - Kabupaten Gresik,Laki,Orangtua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,,Ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,,Bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Surabaya-UNESA-Oktober-2014,GREVLU,1.50527E+23,1997,Jawa Timur - Madura,Laki,"Orangtua, keluarga",,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Madura,Ibu,Madura,Madura,Madura,Madura,Madura,Madura,SMA,Jawa Timur - Madura,Jawa Timur - Madura,,Islam,,Madura,Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Madura,Bapak,Madura,Madura,Madura,Madura,Madura,Madura,SMA,Jawa Timur - Madura,Jawa Timur - Madura,Pegawai negeri,Islam,,Madura,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Madura,Ibu dari ibu,Madura,Madura,Madura,Madura,Madura,Madura,,Jawa Timur - Madura,Jawa Timur - Madura,,Islam,,Madura,Madura
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Madura,Bapak dari ibu,Madura,Madura,Madura,Madura,Madura,Madura,,Jawa Timur - Madura,Jawa Timur - Madura,,Islam,,Madura,Madura
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Madura,Ibu dari bapak,Madura,Madura,Madura,Madura,Madura,Madura,,Jawa Timur - Madura,Jawa Timur - Madura,,Islam,,Madura,Madura
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Madura,Bapak dari bapak,Madura,Madura,Madura,Madura,Madura,Madura,,Jawa Timur - Madura,Jawa Timur - Madura,,Islam,,,Madura
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Surabaya-UNESA-Oktober-2014,WPKUMW,1.50527E+23,1995,Jawa Timur - Kabupaten Gresik,Perempuan,Orangtua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,,Ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,,Bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
