session,birth_year,home_location,sex,caretaker,visit_frequency,ibu_curr_home_lang,ibu_past_home_lang,ibu_work_lang,ibu_neighbor_lang,ibu_partner_lang,ibu_family_lang,ibu_ethnicity,ibu_education,ibu_past_home,ibu_curr_home,ibu_profession,ibu_religion,ibu_birth_year,ibu_first_lang,ibu_other_langs,bapak_curr_home_lang,bapak_past_home_lang,bapak_work_lang,bapak_neighbor_lang,bapak_partner_lang,bapak_family_lang,bapak_ethnicity,bapak_education,bapak_past_home,bapak_curr_home,bapak_profession,bapak_religion,bapak_birth_year,bapak_first_lang,bapak_other_langs,ibu_dari_ibu_curr_home_lang,ibu_dari_ibu_past_home_lang,ibu_dari_ibu_work_lang,ibu_dari_ibu_neighbor_lang,ibu_dari_ibu_partner_lang,ibu_dari_ibu_family_lang,ibu_dari_ibu_ethnicity,ibu_dari_ibu_education,ibu_dari_ibu_past_home,ibu_dari_ibu_curr_home,ibu_dari_ibu_profession,ibu_dari_ibu_religion,ibu_dari_ibu_birth_year,ibu_dari_ibu_first_lang,ibu_dari_ibu_other_langs,bapak_dari_ibu_curr_home_lang,bapak_dari_ibu_past_home_lang,bapak_dari_ibu_work_lang,bapak_dari_ibu_neighbor_lang,bapak_dari_ibu_partner_lang,bapak_dari_ibu_family_lang,bapak_dari_ibu_ethnicity,bapak_dari_ibu_education,bapak_dari_ibu_past_home,bapak_dari_ibu_curr_home,bapak_dari_ibu_profession,bapak_dari_ibu_religion,bapak_dari_ibu_birth_year,bapak_dari_ibu_first_lang,bapak_dari_ibu_other_langs,ibu_dari_bapak_curr_home_lang,ibu_dari_bapak_past_home_lang,ibu_dari_bapak_work_lang,ibu_dari_bapak_neighbor_lang,ibu_dari_bapak_partner_lang,ibu_dari_bapak_family_lang,ibu_dari_bapak_ethnicity,ibu_dari_bapak_education,ibu_dari_bapak_past_home,ibu_dari_bapak_curr_home,ibu_dari_bapak_profession,ibu_dari_bapak_religion,ibu_dari_bapak_birth_year,ibu_dari_bapak_first_lang,ibu_dari_bapak_other_langs,bapak_dari_bapak_curr_home_lang,bapak_dari_bapak_past_home_lang,bapak_dari_bapak_work_lang,bapak_dari_bapak_neighbor_lang,bapak_dari_bapak_partner_lang,bapak_dari_bapak_family_lang,bapak_dari_bapak_ethnicity,bapak_dari_bapak_education,bapak_dari_bapak_past_home,bapak_dari_bapak_curr_home,bapak_dari_bapak_profession,bapak_dari_bapak_religion,bapak_dari_bapak_birth_year,bapak_dari_bapak_first_lang,bapak_dari_bapak_other_langs,dengan_ibu_lang,dengan_bapak_lang,dengan_kakak_adik_lang,dengan_nenek_dan_kakek_lang,dengan_suami_istri_lang,dengan_sanak_saudara_lang,dengan_tetangga_lang,dengan_pembantu_lang,apabila_marah_lang,dalam_mimpi_lang,berhitung_lang,kirim_sms_ke_keluarga_lang,kirim_sms_ke_teman_lang,kirim_sms_ke_suami_istri_lang,dalam_jejaring_sosial_lang,berdoa_dalam_hati_lang,berdoa_di_tempat_ibadah_lang,di_rumah_lang,di_tempat_kerja_lang,di_pasar_lang,di_warung_lang,di_bank_lang,di_kantor_pos_lang,di_sd_dengan_guru_lang,di_sd_dengan_teman_sekelas_lang,di_sma_dengan_guru_lang,di_sma_dengan_teman_sekelas_lang,di_kendaraan_umum_lang,membaca_novel_lang,membaca_koran_lang,membaca_majalah_lang,mendengar_musik_lang,mendengar_radio_lang,menonton_tv_lang
ouowes,1994,sumatera selatan - tanjung sakti pumi,perempuan,orang tua,lebih dari 24,besemah,besemah,,besemah,besemah,besemah,pasemah,sd,sumatera selatan - kota pagar alam,sumatera selatan - tanjung sakti pumi,tani,islam,1961,besemah,,besemah,besemah,,besemah,besemah,besemah,pasemah,sma,sumatera selatan - tanjung sakti pumi, ,tani,islam,1961,besemah,,,besemah,,besemah,besemah,besemah,pasemah,,sumatera selatan - kota pagar alam,#name?,dagang sayur,islam,,besemah,,,besemah,,besemah,besemah,besemah,pasemah,,sumatera selatan - kota pagar alam,#name?,dagang,islam,,besemah,,besemah,besemah,,besemah,besemah,besemah,pasemah,,sumatera selatan - tanjung sakti pumi,sumatera selatan - tanjung sakti pumi,tani,islam,,besemah,,besemah,besemah,,besemah,besemah,besemah,pasemah,,sumatera selatan - tanjung sakti pumi,sumatera selatan - tanjung sakti pumi,tani,islam,,besemah,,besemah,besemah,besemah,besemah,,besemah,besemah,,besemah,besemah,indonesia,"daerah, indonesia","daerah, indonesia",,"daerah, indonesia","daerah, indonesia","daerah, indonesia",besemah,"daerah, indonesia",besemah,besemah,indonesia,indonesia,indonesia,besemah,indonesia,besemah,besemah,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
ixzctz,1995,bengkulu - kabupaten mukomuko,perempuan,orang tua,lebih dari 24,daerah mukomuko,daerah mukomuko,,daerah mukomuko,"indonesia, mukomuko",daerah mukomuko,melayu,sd,bengkulu - lubuk sanai,bengkulu - lubuk sanai,tani,islam,1973,daerah mukomuko,indonesia,daerah mukomuko,daerah mukomuko,,daerah mukomuko,"indonesia, mukomuko",daerah mukomuko,melayu,sd,bengkulu - lubuk sanai,bengkulu - lubuk sanai,tani,islam,1965,daerah mukomuko,indonesia,daerah mukomuko,daerah mukomuko,,daerah mukomuko,daerah mukomuko,daerah mukomuko,melayu,sd,bengkulu - lubuk sanai,bengkulu - lubuk sanai,tani,islam,,daerah mukomuko,daerah mukomuko,daerah mukomuko,daerah mukomuko,,daerah mukomuko,daerah mukomuko,daerah mukomuko,melayu,sd,bengkulu - lubuk sanai,bengkulu - lubuk sanai,tani,islam,,daerah mukomuko,daerah mukomuko,daerah mukomuko,daerah mukomuko,,daerah mukomuko,daerah mukomuko,daerah mukomuko,melayu,sd,bengkulu - lubuk sanai,bengkulu - lubuk sanai,tani,islam,,daerah mukomuko,daerah mukomuko,daerah mukomuko,daerah mukomuko,,daerah mukomuko,daerah mukomuko,daerah mukomuko,melayu,sd,bengkulu - lubuk sanai,bengkulu - lubuk sanai,tani,islam,,daerah mukomuko,daerah mukomuko,daerah mukomuko,daerah mukomuko,daerah mukomuko,daerah mukomuko,,daerah mukomuko,daerah mukomuko,,daerah mukomuko,daerah mukomuko,"indonesia, mukomuko",daerah mukomuko,daerah mukomuko,,daerah mukomuko,indonesia,indonesia,daerah mukomuko,,daerah mukomuko,daerah mukomuko,indonesia,indonesia,indonesia,daerah,daerah mukomuko,daerah mukomuko,"indonesia, mukomuko",indonesia,indonesia,indonesia,indonesia,indonesia,"indonesia, mukomuko"
ckkfwl,1995,bengkulu - kabupaten kepahiang,perempuan,orang tua,12-24,rejang,rejang,,rejang,"rejang, indonesia","rejang, indonesia",rejang,sma,bengkulu - kabupaten kepahiang,bengkulu - kabupaten kepahiang,,islam,,rejang,,indonesia,jawa,sd 09 kepatiang,indonesia,indonesia,indonesia,jawa,d2,#name?,bengkulu - kabupaten kepahiang,,islam,,indonesia,,alm,,,,,,rejang,,bengkulu - kabupaten kepahiang,bengkulu - kabupaten kepahiang,,islam,,rejang,,,rejang,,,alm,,rejang,,bengkulu - kabupaten kepahiang,bengkulu - kabupaten kepahiang,,islam,,rejang,,rejang,rejang,,rejang,rejang,rejang,jawa,,#name?,#name?,,kristen,,rejang,,rejang,rejang,rejang,rejang,rejang,rejang,jawa,,#name?,#name?,,kristen,,rejang,,rejang,indonesia,rejang,indonesia,,"rejang, indonesia",rejang,,rejang,rejang,indonesia,,"rejang, indonesia",,"rejang, indonesia","rejang, indonesia",indonesia,rejang,,rejang,rejang,indonesia,indonesia,rejang,rejang,rejang,rejang,rejang,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
hszojo,1994,bengkulu - curup,perempuan,orang tua,12-24,"daerah (dialeg ""o"")","daerah (dialeg ""o"")","daerah (dialeg ""o"")","daerah (dialeg ""o"")","daerah (dialeg ""o"")","daerah (dialeg ""o"")",lembak,sma,#name?,#name?,,islam,1970,"daerah (dialeg ""o"")",indonesia,"daerah (dialeg ""o"")","daerah (dialeg ""o"")","daerah (dialeg ""o"")","daerah (dialeg ""o"")","daerah (dialeg ""o"")","daerah (dialeg ""o"")",jawa,sd,#name?,#name?,,islam,1970,"daerah (dialeg ""o"")",indonesia,lembak daerah,lembak daerah,,"daerah (dialeg ""o"")",lembak daerah,lembak daerah,lembak,sd,#name?,#name?,petani,islam,1955,lembak daerah,rejang,lembak daerah,lembak daerah,,"daerah (dialeg ""o"")",lembak daerah,lembak daerah,lembak,sd,#name?,#name?,petani,islam,1945,lembak daerah,rejang,jawa,jawa,,jawa,jawa,jawa,jawa,sd,#name?,#name?,petani,islam,1950,jawa,,jawa,jawa,,jawa,jawa,jawa,jawa,sd,#name?,#name?,petani,islam,1914,jawa,,"daerah (dialeg ""o"")","daerah (dialeg ""o"")","daerah (dialeg ""o"")","daerah (dialeg ""o"")",,"daerah (dialeg ""o"")",,,"daerah (dialeg ""o"")","daerah (dialeg ""o"")","daerah (dialeg ""o"")","daerah (dialeg ""o"")",indonesia,,"indonesia, daerah","daerah (dialeg ""o"")",indonesia,"daerah (dialeg ""o"")",,"daerah (dialeg ""o"")","daerah (dialeg ""o"")",indonesia,indonesia,indonesia,"daerah (dialeg ""o"")",indonesia,"daerah (dialeg ""o"")","daerah (dialeg ""o"")",indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
zaetqn,1995,sumatera utara - kabupaten samosir,perempuan,orang tua,1-2,daerah (batak),daerah (batak),desa janji martahan,daerah (batak),daerah (batak),daerah (batak),batak,sarjana pendidikan,#name?,sumatera utara - kota medan,pns,kristen,1960,daerah (dialek a),,daerah (batak),daerah (batak),desa janji martahan,daerah (batak),desa janji martahan,daerah (batak),batak,sma,#name?,sumatera utara - kota medan,petani,kristen,1964,daerah (dialek a),,,daerah (batak),daerah (batak),daerah (batak),daerah (batak),daerah (batak),batak,smp,#name?,#name?,bertani,kristen,1947,daerah (dialek a),,,daerah (batak),daerah (batak),daerah (batak),daerah (batak),daerah (batak),batak,sma,#name?,#name?,guru,kristen,1946,daerah (dialek a),,,daerah (batak),daerah (batak),daerah (batak),daerah (batak),daerah (batak),batak,sma,#name?,#name?,bertani,kristen,1946,daerah (dialek a),,,daerah (batak),daerah (batak),daerah (batak),daerah (batak),daerah (batak),batak,sma,#name?,#name?,bertani,kristen,1946,daerah (dialek a),,daerah (batak),daerah (batak),indonesia,daerah (batak),,indonesia,daerah (batak),,indonesia,indonesia,indonesia,daerah (batak),indonesia,,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
uafztd,1995,bengkulu - kota bengkulu,perempuan,orang tua,6-12,bengkulu lembak,daerah,,bengkulu lembak,daerah,daerah,padang,sma,sumatera barat - kota padang,bengkulu,ibu rumah tangga,islam,1968,daerah,"daerah, bengkulu lembak",bengkulu lembak,daerah,,bengkulu lembak,daerah,daerah,padang,sma,sumatera barat - kota padang,bengkulu,wiraswasta,islam,1960,daerah,"daerah, bengkulu lembak",,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,bengkulu lembak,bengkulu lembak,bengkulu lembak,bengkulu lembak,,bengkulu lembak,bengkulu lembak,,bengkulu lembak,bengkulu lembak,indonesia,bengkulu lembak,bengkulu lembak,,indonesia,indonesia,"arab, indonesia",bengkulu lembak,,indonesia,bengkulu lembak,indonesia,indonesia,indonesia,bengkulu lembak,indonesia,bengkulu lembak,bengkulu lembak,indonesia,indonesia,indonesia,"indonesia, asing","indonesia, asing","indonesia, asing"
lvwzuv,1995,bengkulu - kota bengkulu,perempuan,orang tua,3-5,daerah,daerah,indonesia,daerah,daerah,daerah,lintang,s1 pgsd,#name?,#name?,guru,islam,1968,daerah,indonesia,daerah,jawa,indonesia,daerah,daerah,daerah,jawa,d iii pai,jawa timur,#name?,guru,islam,1962,jawa,indonesia,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,lintang,lintang,lintang,,,lintang,lintang,,lintang,indonesia,indonesia,lintang,lintang,,indonesia,indonesia,indonesia,lintang,indonesia,lintang,lintang,indonesia,indonesia,lintang,lintang,indonesia,lintang,lintang,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
tvnjyb,1994,bengkulu - kota bengkulu,perempuan,orang tua,3-5,manna,manna,indonesia,indonesia,indonesia,manna,manna,sd,#name?,#name?,guru,islam,1936,manna,indonesia,manna,manna,indonesia,manna,indonesia,manna,manna,smp,#name?,#name?,,islam,1936,manna,indonesia,manna,manna,indonesia,manna,manna,manna,manna,sd,#name?,#name?,,islam,1936,manna,manna,manna,manna,indonesia,indonesia,manna,manna,manna,smp,#name?,#name?,,islam,,manna,manna,manna,manna,indonesia,manna,manna,manna,manna,sma,#name?,#name?,,islam,,manna,manna,manna,manna,indonesia,manna,manna,manna,manna,tk,#name?,#name?,,islam,,manna,manna,serawai,serawai,serawai,indonesia,serawai,serawai,indonesia,indonesia,serawai,indonesia,serawai,serawai,serawai,serawai,serawai,indonesia,indonesia,serawai,serawai,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
wtwsyl,1993,bengkulu - kabupaten bengkulu utara,perempuan,orang tua,lebih dari 24,rejang,rejang,rumah,rejang,rejang,rejang,rejang,sd,#name?,#name?,,islam,1969,rejang,inggris,rejang,rejang,"kebun, rumah, sawah",rejang,rejang,rejang,rejang,sd,#name?,#name?,,islam,1966,rejang,indonesia,rejang,rejang,tani,rejang,rejang,rejang,rejang,sd sederajat,#name?,#name?,tani,islam,1930,rejang,rejang,rejang,rejang,tani,rejang,rejang,rejang,rejang,sd sederajat,#name?,#name?,tani,islam,1925,rejang,rejang,rejang,rejang,tani,rejang,rejang,rejang,rejang,sd sederajat,#name?,#name?,tani,islam,1930,rejang,rejang,rejang,rejang,tani,rejang,rejang,rejang,rejang,sd sederajat,#name?,#name?,tani,islam,1927,rejang,rejang,rejang,rejang,rejang,rejang,,rejang,rejang,,rejang,rejang,indonesia,indonesia,indonesia,,indonesia,rejang,indonesia,rejang,indonesia,indonesia,rejang,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
tqhjys,1995,jambi - kabupaten kerinci,perempuan,orang tua,1-2,daerah kerinci,daerah kerinci,daerah kerinci,daerah kerinci,daerah kerinci,daerah kerinci,anak dalam,sd,jambi - kabupaten kerinci,jambi - kabupaten kerinci,irt,islam,1962,,,daerah kerinci,daerah kerinci,daerah kerinci,daerah kerinci,daerah kerinci,daerah kerinci,anak dalam,,jambi - kabupaten kerinci,jambi - kabupaten kerinci,pns,islam,1948,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,daerah kerinci,daerah kerinci,daerah kerinci,,,indonesia,daerah kerinci,,daerah kerinci,daerah kerinci,indonesia,daerah kerinci,daerah kerinci,,indonesia,indonesia,indonesia,daerah kerinci,daerah kerinci,indonesia,indonesia,indonesia,indonesia,daerah kerinci,daerah kerinci,daerah kerinci,daerah kerinci,daerah kerinci,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
lcfuqy,1995,bengkulu - argamakmur,perempuan,orang tua,,rejang,rejang,rejang,rejang,rejang,rejang,rejang,sd,#name?,#name?,,islam,1968,rejang,indonesia,rejang,rejang,rejang,rejang,rejang,rejang,rejang,sd,#name?,#name?,,islam,1967,rejang,indonesia,rejang,rejang,rejang,rejang,rejang,rejang,rejang,sd sederajat,#name?,#name?,tani,islam,1930,rejang,rejang,rejang,rejang,rejang,rejang,rejang,rejang,rejang,sd sederajat,#name?,#name?,tani,islam,1925,rejang,rejang,rejang,rejang,rejang,rejang,rejang,rejang,rejang,sd sederajat,#name?,#name?,tani,islam,1930,rejang,rejang,rejang,rejang,rejang,rejang,rejang,rejang,rejang,sd sederajat,#name?,#name?,tani,islam,1927,rejang,rejang,rejang,rejang,rejang,rejang,,rejang,,,rejang,rejang,rejang,rejang,indonesia,,indonesia,rejang,indonesia,rejang,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,rejang,indonesia,rejang,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
ekpwkl,1995,bengkulu - argamakmur,perempuan,orang tua,1-2,argamakmur,muko-muko,tk model,,suami,,melayu,s1,bengkulu - kabupaten mukomuko,bengkulu - argamakmur,guru,islam,1970,muko-muko,argamakmur,argamakmur,palembang,dinas pu,,istri,,melayu,s1,sumatera selatan - kota palembang,bengkulu - argamakmur,pns,islam,1967,palembang,argamakmur,muko-muko,muko-muko,,,suami,,melayu,sma,bengkulu - kabupaten mukomuko,bengkulu - kabupaten mukomuko,irt,islam,1948, muko-muko (o), muko-muko (o),muko-muko,padang (o),pasar/muko-muko,,istri,,melayu,sd,sumatera barat - kota padang,bengkulu - kabupaten mukomuko,pedagang,islam,1946,padang (o),padang (o),palembang,bengkulu,,,suami,,melayu,sma,bengkulu,sumatera selatan - kota palembang,irt,islam,1943,bengkulu (o),bengkulu (o),palembang,bengkulu,kantor/palembang,,istri,,melayu,s2,bengkulu,sumatera selatan - kota palembang,tni,islam,1938,bengkulu (o),bengkulu (o),bengkulu (lembak),bengkulu (lembak),bengkulu (lembak),bengkulu (lembak),,bengkulu (lembak),bengkulu (lembak),bengkulu (lembak),bengkulu (lembak),bengkulu (lembak),indonesia,bengkulu (lembak),bengkulu (lembak),,indonesia,indonesia,indonesia,bengkulu (lembak),,bengkulu (lembak),bengkulu (lembak),indonesia,indonesia,indonesia,bengkulu (lembak),indonesia,bengkulu (lembak),indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
brirlw,1994,bengkulu - kota bengkulu,perempuan,orang tua,3-5,indonesia,rejang,bkkbn,indonesia,indonesia,rejang,rejang,sma,bengkulu,bengkulu,pns,islam,1986,rejang,indonesia,lintang,lintang,unib,indonesia,indonesia,lintang,jawa,s3,bengkulu,bengkulu,dosen,islam,1985,lintang,indonesia,rejang,rejang,rejang,rejang,rejang,rejang,rejang,sd,bengkulu - kabupaten lebong,bengkulu - kabupaten lebong,petani,islam,1935,rejang,arab,rejang,rejang,rejang,rejang,rejang,rejang,rejang,sd,bengkulu - kabupaten lebong,bengkulu - kabupaten lebong,petani,islam,1936,rejang,arab,lintang,lintang,lintang,lintang,lintang,lintang,lintang,sd,#name?,#name?,petani,islam,1936,lintang,arab,lintang,lintang,lintang,lintang,lintang,jawa,jawa,sd,#name?,#name?,petani,islam,1933,jawa,arab,indonesia,indonesia,indonesia,indonesia,,indonesia,indonesia,indonesia,,,indonesia,indonesia,indonesia,,alay,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
ntcfax,1995,bengkulu - kabupaten bengkulu utara,perempuan,orang tua,lebih dari 24,"indonesia, jawa",jawa,,"indonesia, jawa",jawa,"indonesia, jawa",jawa,sd,#name?, bengkulu - bengkulu utara,,islam,1975,jawa,indonesia,"indonesia, jawa",jawa,,"indonesia, jawa",jawa,"indonesia, jawa",jawa,smp,#name?, bengkulu - bengkulu utara,,islam,1969,jawa,indonesia,jawa,jawa,jawa,jawa,jawa,jawa,jawa,,#name?,#name?,,islam,0,jawa,,jawa,jawa,jawa,jawa,jawa,jawa,jawa,,#name?,#name?,,islam,0,jawa,,jawa,jawa,jawa,jawa,jawa,jawa,jawa,,#name?,#name?,,islam,,jawa,,jawa,jawa,jawa,jawa,jawa,jawa,jawa,,#name?,#name?,,islam,,jawa,,"indonesia, jawa","indonesia, jawa",indonesia,jawa,,indonesia,"indonesia, jawa",,indonesia,indonesia,indonesia,"indonesia, jawa",indonesia,,indonesia,indonesia,indonesia,indonesia,,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
xmdfku,1994,bengkulu - argamakmur,perempuan,orang tua,,melayu,padang,pasar purwodadi,melayu,padang,padang,koto,sd,sumatera barat - kota padang ,bengkulu - argamakmur,wiraswasta,islam,1962,padang,melayu,melayu,padang,pasar purwodadi,melayu,padang,padang,chaniago,sd,sumatera barat - kota padang ,bengkulu - argamakmur,wiraswasta,islam,1957,padang,melayu,padang,padang,,melayu,padang,padang,koto,,sumatera barat - kota padang ,sumatera barat - kota padang ,,islam,,padang,,,padang,,,,,,,sumatera barat - kota padang , ,,islam,,padang,,,padang,,,,,chaniago,,sumatera barat - kota padang , ,,islam,,padang,,,padang,,,,,,,sumatera barat - kota padang , ,,islam,,padang,,melayu,melayu,melayu,melayu,,melayu,melayu,,bengkulu,,indonesia,melayu,indonesia,,"melayu, indonesia",indonesia,indonesia,melayu,indonesia,melayu,melayu,indonesia,indonesia,indonesia,melayu,indonesia,melayu,melayu,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
ymakxi,1995,bengkulu - kota bengkulu,perempuan,orang tua,3-5,indonesia,betawi,indonesia,indonesia,"lembak, indonesia",indonesia,betawi,sma,dki jakarta,bengkulu,pedagang,islam,1973,betawi,padang,indonesia,indonesia,indonesia,indonesia,"lembak, indonesia","indonesia, batak",medang,s1,riau - kota pekanbaru,bengkulu,pns,islam,1964,indonesia,"indonesia, batak",padang,indonesia,,,padang,indonesia,betawi,,dki jakarta,sumatera barat - kota padang,pedagang,islam,,padang,indonesia,padang,indonesia,,,padang,indonesia,betawi,,dki jakarta,sumatera barat - kota padang,pedagang,islam,,padang,indonesia,indonesia,indonesia,,,indonesia,indonesia,medan,,sumatera utara - kota medan,riau - kota pekanbaru,,kristen,,batak,indonesia,indonesia,indonesia,,,indonesia,indonesia,medan,s1,sumatera utara - kota medan,riau - kota pekanbaru,pns,kristen,,batak,indonesia,indonesia,indonesia,indonesia,padang,,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,,indonesia,indonesia,indonesia,lembak,,lembak,lembak,indonesia,indonesia,indonesia,lembak,indonesia,indonesia,lembak,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
kghioi,1995,bengkulu - kota cuwp,perempuan,"ibu, nenek",3-5,bengkulu,indonesia,indonesia,bengkulu,bengkulu,indonesia,rejang,sma,bengkulu - kota cuwp,bengkulu - kota bengkulu,irt,islam,1978,bengkulu,,bengkulu,bengkulu,indonesia,bengkulu,bengkulu,indonesia,lembak,sma,bengkulu - kota bengkulu,bengkulu - kota bengkulu,swasta,islam,1973,bengkulu,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,bengkulu,bengkulu,bengkulu,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,bengkulu,bengkulu,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
haswcm,1995,bengkulu - kabupaten seluma,perempuan,orang tua,1-2,bengkulu,lembak,indonesia,serawai,bengkulu,bengkulu,lembak,smp,#name?,bengkulu - kabupaten seluma,ibu rumah tangga,islam,1974,bengkulu,,bengkulu,serawai,indonesia,serawai,bengkulu,bengkulu,serawai,sma,bengkulu - kabupaten seluma,bengkulu - kabupaten seluma,tani,islam,1967,bengkulu,,"rejang, lembak","rejang, lembak","rejang, lembak","rejang, lembak","rejang, lembak","rejang, lembak",lembak,,#name?,#name?,tani,islam,,lembak,,"rejang, lembak","rejang, lembak","rejang, lembak","rejang, lembak","rejang, lembak","rejang, lembak",rejang,,#name?,#name?,tani,islam,,rejang,,serawai,serawai,serawai,serawai,serawai,serawai,serawai,,bengkulu - kabupaten seluma,bengkulu - kabupaten seluma,tani,islam,,serawai,,serawai,serawai,serawai,serawai,serawai,serawai,talo,,bengkulu - kabupaten seluma,bengkulu - kabupaten seluma,tani,islam,,serawai,,bengkulu,bengkulu,bengkulu,"lembak, serawai, bkl",indonesia,indonesia,bengkulu,,bengkulu,indonesia,indonesia,bengkulu,bengkulu,indonesia,indonesia,indonesia,indonesia,bengkulu,,serawai,bengkulu,indonesia,indonesia,indonesia,serawai,indonesia,serawai,serawai,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
xdoxhp,1959,jawa timur - kabupaten malang,perempuan,orang tua,1-2,jawa,jawa,"indonesia, lembak","indonesia, lembak",jawa,"jawa, indonesia",,, , ,,,,jawa,jawa timur,jawa,jawa,"indonesia, lembak","indonesia, lembak",jawa,"jawa, indonesia",,, , ,,,,,,jawa,jawa,jawa,jawa,jawa,jawa,,, , ,,,,,,jawa,jawa,jawa,jawa,jawa,jawa,,, , ,,,,,,jawa,jawa,jawa,jawa,jawa,jawa,,, , ,,,,,,jawa,jawa,jawa,jawa,jawa,jawa,,, , ,,,,,,jawa,jawa,jawa,jawa,jawa,"jawa, indonesia",indonesia,"indonesia, lembak","jawa, indonesia",indonesia,"jawa, indonesia",indonesia,indonesia,indonesia,indonesia,"jawa, indonesia",arab,"jawa, lembak","indonesia, lembak",lembak,lembak,indonesia,indonesia,indonesia,lembak,indonesia,indonesia,lembak,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
vusauf,1995,bengkulu - curup,perempuan,keluarga,lebih dari 24,"melayu, rejang",indonesia,melayu,melayu,melayu,melayu,bengkulu,sma,bengkulu - kabupaten lebong,bengkulu - kabupaten lebong,wiraswasta,islam,1964,rejang,"rejang, china","melayu, rejang",indonesia,melayu,melayu,melayu,"melayu, cina, rejang",curup (rejang/kong hu chu),sma,bengkulu - curup,bengkulu - kabupaten lebong,pns,islam,1959,melayu,melayu,melayu,"melayu, rejang",,"melayu, rejang",melayu,"melayu, rejang",bengkulu,sma (mungkin),bengkulu - kabupaten lebong,bengkulu - kabupaten lebong,petani,islam,1920,indonesia,rejang,melayu,"melayu, rejang",melayu,"melayu, rejang",melayu,"melayu, rejang",bengkulu,sma,bengkulu - kabupaten lebong,bengkulu - kabupaten lebong,pns,islam,1918,indonesia,rejang,melayu,cina,melayu,melayu,melayu,cina,china,sma,bengkulu - kabupaten lebong,bengkulu - kabupaten lebong,pedagang,islam,1938,china,indonesia,melayu,melayu,melayu,melayu,melayu,melayu,indonesia,sma,bengkulu - kabupaten lebong,bengkulu - kabupaten lebong,petani,islam,1936,indonesia,ina,melayu,melayu,melayu,melayu,,"melayu, rejang","melayu, rejang","melayu, rejang",melayu,melayu,indonesia,indonesia,indonesia,,indonesia,indonesia,indonesia,"melayu, rejang",melayu,melayu,"melayu, rejang",indonesia,indonesia,indonesia,rejang,indonesia,melayu,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
